FirstPeakMagnitude,RMSValue,Mean,Max,Variance,Energy,FirstPeakFrequency,TimeOfFlight,HumanLabel
4256.09295269046,50486.50612428133,4401.840258553977,1303912.232410054,2529511102.97527,20860093668413.996,221.61534701857283,0.002857142857142857,0
3764.5822744936627,53299.60481419596,4880.627913861315,1382962.7640417796,2817027344.5159006,23249498995491.992,277.660679374389,0.002857142857142857,0
3868.4051223141605,51324.212162720054,4536.548449375186,1336264.0547881052,2613594482.290372,21558086187750.004,443.05962854349946,0.002857142857142857,0
155435.19675523753,51658.04209067769,4860.080599776286,1335157.525486379,2644932929.205908,21839440310663.996,110.76490713587486,0.002857142857142857,0
15546.086974792157,53692.01781420948,4726.126111019341,1393968.5594794422,2860496508.94413,23593103446652.004,211.77908113391982,0.002857142857142857,0
4484.985982592282,58762.10817122946,5273.222901606639,1525705.3589684302,3425178476.9572434,28259232159456.0,219.9902248289345,0.002857142857142857,0
137508.28506097637,58611.394182841716,5268.611926320086,1526181.0302344505,3407537256.4262905,28114458601614.0,54.97617302052785,0.002857142857142857,0
4396.897040350996,57799.66819099611,5176.927068862369,1498372.4942499693,3314001069.112927,27341120646224.0,222.89833822091887,0.002857142857142857,0
47403.92744446997,56907.45697698363,4883.497381689912,1472483.7972568711,3214610112.910271,26503545670061.996,104.90591397849462,0.002857142857142857,0
8504.12409754213,58937.36948353365,5353.000835450079,1514959.7519736546,3444958903.6942334,28428053061090.0,221.9574780058651,0.002857142857142857,0
2868.612943738258,50918.55060456453,4501.831221301815,1303335.975730702,2572432311.3245115,21218646943760.0,386.1803519061583,0.002857142857142857,0
46567.0682142477,51951.83051154213,4785.576691930895,1335604.026354274,2676090949.2256474,22088556203604.0,55.40383675464321,0.002857142857142857,0
17297.18807073239,52849.26654001174,4692.157959509465,1367384.0223970686,2771028627.500216,22858280065720.0,553.3968719452591,0.002857142857142857,0
4305.906758958188,55540.53424176089,5043.786427745722,1439791.8854911888,3059311162.3315024,25245601724551.992,110.29447702834798,0.002857142857142857,0
6465.228501956321,55300.0237108898,4881.774951642044,1436650.8183571007,3034260895.7464952,25027430021925.992,110.55107526881719,0.002857142857142857,0
225492.30581114988,55156.21002110708,5113.411572328318,1427596.3658773561,3016060525.984452,24897426211856.0,55.36107038123167,0.002857142857142857,0
7273.9848324410905,57228.089284113434,4944.771845891259,1487311.2090488686,3250603434.50254,26803043598255.996,110.46554252199412,0.002857142857142857,0
5671.450560230076,54556.208159831236,4961.271406344197,1411303.2424272103,2951765634.8114285,24358692682405.996,110.72214076246334,0.002857142857142857,0
17590.77062065143,56797.50557903049,5232.311479630031,1456762.331914641,3198579556.580132,26401229141760.0,276.05694037145656,0.002857142857142857,0
6847.705581460736,55085.65896033051,4763.491909971716,1412817.7330106401,3011738967.9174757,24833773672199.996,220.58895405669597,0.002857142857142857,0
5053.632150589974,55112.88948962529,5067.791194464904,1405582.4314221502,3011748080.3049536,24858331931338.0,165.6983137829912,0.002857142857142857,0
204687.38645628904,49824.61658560448,4519.404948757227,1279264.5718537124,2462067396.8116403,20316717948114.004,55.25415444770284,0.002857142857142857,0
7990.47280050347,51448.76581180701,4493.30157787272,1319107.1775638908,2626785744.4884486,21662847521120.0,165.3134164222874,0.002857142857142857,0
9961.376161668282,52811.35495395224,4854.131719301527,1344392.72091167,2765476617.3240075,22825496911599.996,220.76001955034215,0.002857142857142857,0
12169.22799898175,56771.680228383346,4963.329189409601,1446330.7457612522,3198389039.311367,26377225764006.0,110.08064516129032,0.002857142857142857,0
5908.229166533457,50234.957181003665,4645.555684924629,1279809.614774329,2501969735.355537,20652740753645.996,110.55107526881719,0.002857142857142857,0
213820.31614487717,53152.261270220944,4709.7318200656255,1357385.5175242203,2802981304.320892,23121132994679.996,55.0189393939394,0.002857142857142857,0
8369.571278243644,55462.03140999847,5114.197676580444,1419362.3527742864,3049881910.248515,25174286219764.004,165.441715542522,0.002857142857142857,0
6947.23432278745,60977.49470915387,5331.121307878886,1575459.9469636488,3689834006.6055665,30430197782464.004,219.64809384164224,0.002857142857142857,0
8107.896096900742,59103.72351733756,5328.328638641417,1527386.3580760842,3464859047.532514,28588759093496.0,221.10215053763437,0.002857142857142857,0
202472.465988048,56770.97743392332,5023.202685731346,1465185.3384921416,3197711313.581092,26376572704124.0,109.65298142717498,0.002857142857142857,0
4640.163023809092,53662.44256398775,4677.300869394457,1373245.6491601258,2857780598.510446,23567118959982.0,219.9902248289345,0.002857142857142857,0
7692.411746910502,50348.41299874971,4389.435980251224,1296481.4023032482,2515695543.2679453,20746134667175.996,221.52981427174973,0.002857142857142857,0
4316.454834358625,55737.41293692698,5116.774507671396,1435041.308977458,3080477819.5391583,25424898900178.0,220.16129032258064,0.002857142857142857,0
4809.307431098502,55285.852228011,4980.306741537032,1416078.3205895836,3031722001.337669,25014604336630.004,220.84555229716523,0.002857142857142857,0
222392.9294442174,55718.41701466174,4902.574606572615,1435722.3888484165,3080506756.8467355,25407571683968.008,55.16862170087976,0.002857142857142857,0
3317.9255104127315,55954.166100315284,5087.511331890781,1439389.5267752835,3104985932.429554,25623029473386.004,274.3462854349951,0.002857142857142857,0
4200.128187151576,55852.40010385144,4893.759234184251,1438649.7507355714,3095541717.91854,25529911048800.0,164.92851906158356,0.002857142857142857,0
67497.96327537399,55583.27042527373,4980.524210356258,1429574.2834844652,3064694329.759166,25284467600367.996,51.832844574780054,0.002857142857142857,0
155841.4990976574,55588.15608928002,5013.622908802118,1431766.0452432164,3064906682.7344933,25288912709172.004,110.80767350928642,0.002857142857142857,0
3706.272345068053,55335.61826733396,4956.286273330428,1418090.4682722937,3037465875.4049,25059658831646.0,217.25317693059625,0.002857142857142857,0
2444.595610470575,55389.84998443435,4869.081303642066,1425718.0449265956,3044327528.556666,25108802378943.992,109.82404692082112,0.002857142857142857,0
4174.238996188171,55790.33637832143,5063.4990390850535,1431204.9776954232,3086922610.6874404,25473204406159.996,219.47702834799605,0.002857142857142857,0
5435.9160345166265,55586.08581941053,4780.813846162989,1434115.0447676629,3066956755.6912103,25287029074139.992,220.24682306940375,0.002857142857142857,0
228753.30039075052,55739.83244696767,4882.488540420939,1433359.8468945774,3083090226.868689,25427106291231.996,54.933406647116314,0.002857142857142857,0
4405.184976612801,55708.05278326668,4953.151389432636,1428668.0493858054,3078853436.2165885,25398120393888.0,219.81915933528836,0.002857142857142857,0
5326.398863888517,55762.634440500275,4996.0471591365895,1437059.702387881,3084510912.528551,25447913935511.996,110.76490713587486,0.002857142857142857,0
40572.91672960687,55786.38725574894,5009.499416655057,1438088.248499303,3087025918.6429195,25469598288948.004,54.99755620723362,0.002857142857142857,0
17186.42092125154,55564.07269910378,5138.820380544996,1435296.0818972464,3060958700.0077863,25267004775474.0,605.2083333333334,0.002857142857142857,0
7803.627346877701,57001.42100577336,4925.092710603466,1472018.386631561,3224905458.4693804,26591141780808.008,166.01906158357772,0.002857142857142857,0
5608.569501492153,56327.25381575285,4823.5450998827255,1446358.7575314157,3149492935.0936403,25965863931520.008,219.81915933528836,0.002857142857142857,0
8108.790696996233,51477.97742664738,4741.195065969085,1306156.8156037577,2627503229.284847,21687453996936.008,218.3651026392962,0.002857142857142857,0
4888.797456380023,51179.81880602067,4470.926094249028,1304478.1903436696,2599384672.8768697,21436955613092.0,220.0757575757576,0.002857142857142857,0
209186.67017475519,54229.44722965844,5059.147206866415,1388119.2405742106,2915237976.3735666,24067776836891.992,55.46798631476051,0.002857142857142857,0
7404.114144962967,50017.98685039194,4337.249345574547,1287041.7039678632,2482987276.6802955,20474723086103.992,109.9523460410557,0.002857142857142857,0
4732.419135394968,55077.36746218464,4779.693307320651,1425049.6396745266,3010670938.452471,24826298271323.992,110.33724340175952,0.002857142857142857,0
79559.42102298139,56044.5565626058,4868.894857219657,1449235.8686791796,3117286183.1684604,25705881149328.004,55.19000488758554,0.002857142857142857,0
4413.903265703341,56389.5458042428,5129.370193417478,1451671.6723716315,3153470437.4276786,26023326689255.996,108.79765395894428,0.002857142857142857,0
4435.994527686049,56636.875504174546,4857.572632934372,1464943.0470134981,3184139654.991133,26252108697708.0,219.64809384164224,0.002857142857142857,0
4923.780562392784,55907.52395910613,5039.355730354583,1446709.547456157,3100256129.060968,25580329709188.008,277.2330156402737,0.002857142857142857,0
7970.337418719543,55511.45349936286,4957.414915437146,1434531.8141604245,3056945506.968127,25219171707303.996,219.81915933528836,0.002857142857142857,0
3321.0556877909735,56185.331059221855,5073.625079256322,1457466.8776822218,3131049754.789501,25835181032302.0,222.55620723362657,0.002857142857142857,0
113888.91545848789,57633.81140973502,5223.978728384463,1481590.155846622,3294366263.85829,27184434484943.996,46.48704789833821,0.002857142857142857,0
4547.0868618962995,53906.85757340521,4740.127909344029,1396572.7356127275,2883480480.8424516,23782289017508.004,274.77394916911044,0.002857142857142857,0
7671.01774298663,52002.348252358104,4540.218395820965,1343540.383171541,2683630640.6777797,22131534727248.008,220.16129032258064,0.002857142857142857,0
26785.513439540136,53634.24307322815,4744.979571041138,1388868.59687972,2854117198.9085255,23542356533831.99,55.12585532746823,0.002857142857142857,0
197883.62704200158,53300.50142047902,4771.812039243648,1376934.334287286,2818173261.536616,23250281208503.996,54.91202346041056,0.002857142857142857,0
2820.564897934435,52601.535104602255,4633.960506253879,1366129.6174629177,2745447905.3871837,22644485518031.996,275.094696969697,0.002857142857142857,0
103074.72677098685,55504.32243005363,4900.925637878144,1436436.8395992916,3056710736.3113437,25212692752104.0,55.10447214076247,0.002857142857142857,0
4420.648679912989,56490.295996264715,4891.023189519895,1466793.0483771607,3167231433.90518,26116400585646.0,220.84555229716523,0.002857142857142857,0
4570.524426610413,56764.63359776072,5136.835014035728,1470293.318061322,3195836553.5266023,26370678167362.0,275.3085288367547,0.002857142857142857,0
3495.531941008014,54716.832857155474,4832.844412152672,1416045.5312752384,2970575412.8058133,24502337834160.004,220.16129032258064,0.002857142857142857,0
228184.2931503329,53818.01596074612,4944.1747585090525,1388216.5466752504,2871933977.908446,23703964442528.0,54.97617302052785,0.002857142857142857,0
4791.388594474295,56523.23654543641,5066.869180668562,1463880.0210830667,3169203106.2773504,26146867390171.996,220.76001955034215,0.002857142857142857,0
6630.880205909845,57062.89611341113,5156.186042273138,1474962.4891958134,3229587858.3474183,26648528939563.996,164.99266862170086,0.002857142857142857,0
201808.12832155506,56942.86241762706,5208.8455156681175,1468963.9574684303,3215357508.706709,26536534725279.992,54.8906402737048,0.002857142857142857,0
4262.781016415375,57526.29834531782,4973.984352686318,1492761.0746657297,3284534480.9737473,27083106610757.996,221.1876832844575,0.002857142857142857,0
