FirstPeakMagnitude,RMSValue,Mean,Max,Variance,Energy,FirstPeakFrequency,TimeOfFlight,HumanLabel
2872.1022364573582,3602.848732588958,1734.5000260827953,17001.0,9972028.649436643,545181797.5765501,236.10763454317902,0.02192419825072886,1
2916.6886158779994,4384.325297655428,1711.0389965185625,24860.0,16294653.868054103,807336949.257777,88.23529411764706,0.02,1
1444.28525143701,3089.7264587861227,1707.3013456677795,15227.0,6631531.705204023,400949202.7851674,196.948041816196,0.021982507288629737,1
1190.0385794316883,3589.4766482579907,1910.7576845434974,18325.0,9233347.679347396,541142389.5523556,106.90909090909089,0.022448979591836737,1
1190.0385794316883,3589.4766482579907,1910.7576845434974,18325.0,9233347.679347396,541142389.5523556,106.90909090909089,0.022448979591836737,1
1344.2724133241877,5291.822486811712,1849.343737053793,31305.0,24583312.974146016,1176142179.740896,97.684353280217,0.0202332361516035,1
456.1324019571146,2881.0721517093934,1467.9252077952742,14087.0,6145772.327674596,348624223.2209266,238.65882352941173,0.02040816326530612,1
848.8235285031357,3593.805542778115,1604.8914328118349,19240.0,10339761.768189881,542448407.7307135,188.58121657754012,0.020524781341107873,1
1776.8515580128658,2938.1678483495402,1546.5133297872767,14228.0,6241126.825865237,362578872.81314856,122.14455288841992,0.02600583090379009,1
3251.3693702451355,5838.929805430514,1757.8650311109018,35549.0,31003011.805142295,1431910253.4552824,166.2610451906084,0.01358600583090379,1
2523.442254596126,2571.320583358153,1394.4187586406922,11065.0,4667285.867952262,277690960.78085506,156.54158215010142,0.0236734693877551,1
4063.002736233475,4463.471213209497,2050.2461171767436,23543.0,15719066.130151555,836748161.3882945,107.60784313725493,0.023615160349854225,1
3523.5991460918885,6389.02831211789,1973.1626862619082,38830.0,36926311.78658767,1714426676.467847,192.32040050062577,0.01370262390670554,1
2317.289268343722,4410.63866831273,1642.20751008079,24639.0,16756887.956249753,817056805.421451,233.8045947992931,0.01358600583090379,1
