FirstPeakMagnitude,RMSValue,Mean,Max,Variance,Energy,FirstPeakFrequency,TimeOfFlight,HumanLabel
7176.05945794983,17634.98439900577,2115.043063371076,674246.4250909089,306519267.5932628,2545164050179.9995,111.16904936461388,0.009329446064139942,1
99229.7444818373,18193.399820843155,3211.6817300673038,673371.4296175712,320684897.50580764,2708902338984.0,56.9094013783606,0.009271137026239067,1
14400.130119883477,18779.358239489888,2061.182205769789,641676.8713122463,348415823.8017146,2886204597539.9995,124.01148075589248,0.014052478134110789,1
8851.67032178872,1295.2282025860127,360.3179218727127,83875.0,1547787.0919515234,13729610135.999996,312.461345038947,0.009271137026239067,1
4364.684636392944,15240.868910422154,1841.2005210910893,510788.52029409615,228894065.7858064,1901012952824.0002,244.53812316715545,0.008571428571428572,1
3534.7111777263017,20612.488911283635,2649.5155042729057,808234.8604600392,417854766.7104083,3477174537579.9995,333.5420739654611,0.009795918367346938,1
3137.0215779377163,23058.144463936074,2948.2041057220085,953786.7946598826,522986118.67074966,4351252965764.0,121.61379872521057,0.017026239067055395,1
223809.84130839325,17848.318102313682,2355.020946735399,637852.0207620127,313016335.4218158,2607115165122.0,56.75672424853372,0.009329446064139942,1
2413.329433332601,20872.160152136203,2897.293270581345,852748.1537589963,427252761.1206663,3565335616104.0,162.19948985826005,0.009795918367346938,1
4201.305122028454,19424.852446264293,2697.616262303508,783352.9987048606,370047759.0604954,3088026920704.0005,280.75787931045085,0.009271137026239067,1
172484.64609424354,18093.349627228723,2500.1107091996882,717183.6679136134,321118747.1748829,2679190357199.9995,57.33483148455098,0.009387755102040816,1
2696.278579930495,15808.667245229157,1832.8534101546625,507157.4966451817,246554608.44726568,2045295849216.0,102.29089279895732,0.008746355685131196,1
5027.061278799849,15018.661036008372,2049.0106599567616,519986.61357431306,221361734.6298997,1845984507509.9998,222.49757157699943,0.009271137026239067,1
4496.033510696741,14056.845853522998,1801.678318123425,493198.6700829926,194348870.58771065,1617116787221.9998,311.18951612903226,0.008746355685131196,1
6787.077798754615,19933.17013226933,2767.0375905161795,861717.1088584263,389674774.4946646,3251759126136.0,229.32459101053138,0.009271137026239067,1
3605.23051551158,19136.630815282257,2552.3385900333587,786046.8442874689,359696206.68223715,2997067869251.9995,114.33280615036549,0.009271137026239067,1
233928.91884440894,20024.233723987876,2678.0220152009197,859200.8201329296,393798134.3189926,3281537958129.9995,57.29160903004482,0.009271137026239067,1
8430.452901051733,16574.750362322615,2298.7729421349345,586200.7972407768,269437992.5338221,2248327708907.999,513.3448267961877,0.009329446064139942,1
6217.879120489443,20233.679742560096,2847.555153886364,796658.330869632,401293225.57006204,3350544297845.9995,52.28115919468659,0.017026239067055395,1
223163.55565800268,15765.55537809453,2068.0217984298165,602156.6042317518,244276022.2209845,2034155594532.0,58.90597507331378,0.008746355685131196,1
195554.16864325939,3498.5063769416615,513.9987025270143,195554.16864325939,11975352.203302015,100168451580.00005,58.61785463548018,0.016967930029154518,1
38795.633875717635,1440.7118628645464,361.92599175278326,95866.0,1944660.2482923958,16987125098.000002,113.7099065249267,0.009329446064139942,1
6590.154034950289,987.0299212757666,337.9496175987387,61120.0,860018.1214585125,7973082487.999999,225.9596759200955,0.009504373177842565,1
7321.595266063662,18698.360598743548,2296.2324194165076,728975.8765056911,344356005.7566657,2861361191436.0,500.26368754495655,0.009271137026239067,1
3845.8257081944907,17884.51694228955,2428.679504656928,612642.888265589,313957462.12270147,2617701064183.9995,281.1532665363311,0.009271137026239067,1
225784.8290166881,17918.049311695835,2395.4423614518037,534682.417741136,315318347.0293258,2627526323460.0,55.53872566197581,0.009271137026239067,1
4613.963869178764,17187.02959249629,2328.188005789072,583734.3565920262,289973526.8230431,2417504383170.0,211.82211647823334,0.009271137026239067,1
6749.693525174419,18218.22101087467,2471.996097890752,695628.2747674225,325792812.0930882,2716298872540.0,105.4586693548387,0.009329446064139942,1
228434.5820771019,21972.470827779358,3101.658575294725,891595.6495960804,473169188.35991544,3951149057488.0,28.059445259042036,0.02040816326530612,1
183489.97516129416,24920.809116284003,6011.711597811476,974823.3166130763,584906050.6750029,5082646413851.999,86.43175301401108,0.021865889212827987,1
6024.553777893387,29492.376572484052,6709.558118616764,1455390.7348380978,824782105.7461102,7118445457910.0,183.52594831763426,0.020349854227405248,1
5152.696306265544,22476.371286648966,4973.248228648958,828860.336419336,480454068.27153814,4134452586706.0,183.435031111628,0.020583090379008746,1
