precision,recall,f1-score,support
0.9975429975429976,1.0,0.998769987699877,812.0
1.0,0.9988545246277205,0.9994269340974212,1746.0
0.9992181391712275,0.9992181391712275,0.9992181391712275,0.9992181391712275
0.9987714987714988,0.9994272623138603,0.9990984608986491,2558.0
0.9992200602052049,0.9992181391712275,0.9992183959915549,2558.0
